"","serviced","station_name","consecutive_deployment_number","deployment_date","recovery_date","downloaded","in_data_set","lat_deg","lat_min","lon_deg","lon_min","depth","vr2w_serial","acoustic_release_serial","acoustic_release_battery_life","acoustic_release_voltage_at_deployment","acoustic_release_serial_code","temperature_logger_serial","location_code","deployed_by","recovered_by","comments_deployment","comments_recovery","X","X.1","X.2","lat","lon","deployment_study_date","recovery_study_date"
"92",NA,"Oahu - Makapuu BRFA 14","",2014-12-08 00:00:00,NA,"",0,21,17.958,-157,35.118,NA,123735,"259240-001","",NA,"001-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.2993,-157.5853,968.410416666667,NA
"93",NA,"Oahu - Makapuu BRFA 1","",2014-12-08 00:00:00,NA,"",0,21,27.002,-157,41.236,NA,123736,"256240-004","",NA,"004-3","",NA,"Scherrer",NA,"BRFA E Northern Fence",NA,NA,NA,NA,21.4500333333333,-157.687266666667,968.410416666667,NA
"94",NA,"Oahu - Makapuu BRFA 11","",2014-12-08 00:00:00,NA,"",0,21,18.708,-157,37.668,NA,123737,"291344-003","",NA,"040-2","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.3118,-157.6278,968.410416666667,NA
"95",NA,"Oahu - Makapuu BRFA 13","",2014-12-08 00:00:00,NA,"",0,21,17.958,-157,36.198,NA,123738,"","",NA,"005-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.2993,-157.6033,968.410416666667,NA
"96",NA,"Oahu - Makapuu BRFA 12","",2014-12-08 00:00:00,NA,"",0,21,19.008,-157,36.618,NA,123740,"291341-010","",NA,"040-8","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.3168,-157.6103,968.410416666667,NA
"97",NA,"Oahu - Makapuu BRFA 18","",2014-12-08 00:00:00,NA,"",0,21,15.119,-157,41.531,NA,123741,"272366-001","",NA,"005-2","",NA,"Scherrer",NA,"BRFA E Southern Fence",NA,NA,NA,NA,21.2519833333333,-157.692183333333,968.410416666667,NA
"98",NA,"Oahu - Waianae","",2015-01-18 01:15:00,NA,"",0,21,25.101,-158,12.526,NA,110312,"28655-009","",NA,"286-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.41835,-158.208766666667,1009.4625,NA
"99",NA,"Oahu - Kaena","",2015-01-18 02:30:00,NA,"",0,21,32.867,-158,16.366,NA,123742,"291344-008","",NA,"040-1","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.5477833333333,-158.272766666667,1009.51458333333,NA
"100",NA,"Oahu - Haleiwa","",2015-01-18 03:30:00,NA,"",0,21,38.625,-158,10.879,NA,123739,"286655-007","",NA,"286-1","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.64375,-158.181316666667,1009.55625,NA
"101",NA,"Oahu - Barber's Flats","3",2015-01-18 08:30:00,NA,"",0,21,14.242,-158,1.608,NA,110243,"272366-006","",NA,"024-4","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.2373666666667,-158.0268,1009.76458333333,NA
"102",NA,"Oahu - Ko olina","",2015-01-18 09:45:00,NA,"",0,21,15.888,-158,6.585,NA,102199,"256240-009","",NA,"009-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.2648,-158.10975,1009.81666666667,NA
"103",NA,"Oahu - Power Plant","",2015-01-18 11:45:00,NA,"",0,21,20.978,-158,8.963,NA,110245,"256240-005","",NA,"005-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.3496333333333,-158.149383333333,1009.9,NA
"104",NA,"Oahu - Marine Corps Base","",2015-01-19 00:00:00,NA,"",0,21,29.927,-157,44.795,NA,102203,"285719-004","",NA,"007-2","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.4987833333333,-157.746583333333,1010.41041666667,NA
"105",NA,"Oahu - Diamond Head","",2015-01-19 00:00:00,NA,"",0,21,14.042,-157,48.808,NA,110315,"256240-007","",NA,"007-3","",NA,"Scherrer",NA,"",NA,NA,NA,NA,21.2340333333333,-157.813466666667,1010.41041666667,NA
"106",NA,"Oahu - Kahuku","",2015-01-19 09:40:00,NA,"",0,21,47.621,-157,58.134,NA,123731,"272366-008","",NA,"008-4","",NA,"Scherrer",NA,"Black line, 3 green floats. ",NA,NA,NA,NA,21.7936833333333,-157.9689,1010.81319444444,NA
"107",1,"Cross 1","lost",NA,NA,"N",0,18,43.316,-158,15.74,NA,0,"258477-001","",NA,"001-1","",201,"Gray",NA,"stuck--would not release Oct 2012",18.72193333,-158.2623333,NA,NA,18.7219333333333,-158.262333333333,NA,NA
"108",1,"Cross 8","lost",NA,NA,"N",0,18,42.44,-158,16.96998,NA,104547,"258477-008","",NA,"008-1","",208,"Gray",NA,"Did not release in 2012 cruise1, could not find cruise 2 (Oct)",18.70733333,-158.282833,NA,NA,18.7073333333333,-158.282833,NA,NA
"109",1,"Cross 9","lost",NA,NA,"N",0,18,43.24,-158,16.818,NA,104548,"258477-009","",NA,"009-1","",209,"Gray",NA,"Did not release in 2012 cruise1, could not release cruise 2 (Oct) but did locate",18.72066667,-158.2803,NA,NA,18.7206666666667,-158.2803,NA,NA
"110",NA,"Oahu - SWAC","",NA,NA,"",0,21,16.789,-157,52.321,130,104549,"45735","4/22/18 0:00",NA,"235403","SBE 19+ CTD",8,"christina comfort",NA,"3 orange floats, flag, 160lbs anchor, attached to SWAC mooring. Edgetch release instead of LRT. This has an Enable code: 240057 and a Release code: 235403. The deckbox for this release belongs to Mark Merrifield; contact: Kimball Millikan ksm@hawaii.edu",NA,NA,NA,NA,21.2798166666667,-157.872016666667,NA,NA
"111",NA,"Range Test - Mar 2014 - Diamond Head 50m","",2015-03-17 17:30:00,NA,"N",0,21,15.034,-157,49.557,50,110317,"","",NA,"003-3","",NA,"Scherrer",NA,"Receiver at 2m off bottom. Tag 18275 attached at 5m off bottom",NA,NA,NA,NA,21.2505666666667,-157.82595,1068.13958333333,NA
"112",NA,"Range Test - Mar 2014 - Diamond Head 212m","",2015-03-17 17:40:00,NA,"N",0,21,14.658,-157,49.358,212,102202,"","",NA,"286-4","",NA,"Scherrer",NA,"Receiver at 2m off bottom. Tag 18274 attached at 5m off bottom",NA,NA,NA,NA,21.2443,-157.822633333333,1068.14652777778,NA
